 0	 903.000	0.00000000	2.59	1.0000
 1	   0.000	0.00000000	0.58	1.0000
 2	 903.000	0.00000000	0.02	1.0000
 3	  -1.000	0.00000000	0.04	1.0000
 4	  -1.000	0.00000000	0.02	1.0000
 5	 146.000	0.00000000	0.04	1.0000
 6	 901.000	0.00000000	0.70	1.0000
 7	  -1.000	0.00000000	0.05	1.0000
 8	   0.000	0.00000000	0.03	1.0000
 9	   0.000	0.00000000	0.62	1.0000
10	   0.000	0.00000000	0.03	1.0000
11	   0.000	0.00000000	0.09	1.0000
12	  -5.000	0.00000000	0.74	1.0000
13	 903.000	0.00000000	0.05	1.0000
14	   0.000	0.00000000	0.13	1.0000
15	  -2.000	0.00000000	1.29	1.0000
16	   0.000	0.00000000	0.03	1.0000
17	 900.000	0.00000000	3.79	1.0000
18	   0.000	0.00000000	0.04	1.0000
19	 903.000	0.00000000	3.50	1.0000
20	 903.000	0.00000000	0.04	1.0000
21	   0.000	0.00000000	0.04	1.0000
22	  -7.000	0.00000000	0.44	1.0000
23	 903.000	0.00000000	0.05	1.0000
24	 903.000	0.00000000	0.09	1.0000
25	   0.000	0.00000000	0.10	1.0000
26	  -2.000	0.00000000	0.04	1.0000
27	   0.000	0.00000000	0.04	1.0000
28	 903.000	0.00000000	0.04	1.0000
29	  -3.000	0.00000000	0.07	1.0000
30	  -2.000	0.00000000	0.09	1.0000
31	  -4.000	0.00000000	3.43	1.0000
32	   0.000	0.00000000	0.12	1.0000
33	 903.000	0.00000000	0.05	1.0000
34	   0.000	0.00000000	0.05	1.0000
35	   0.000	0.00000000	0.05	1.0000
36	  -1.000	0.00000000	3.44	1.0000
37	 903.000	0.00000000	0.05	1.0000
38	 899.000	0.00000000	1.59	1.0000
39	  -1.000	0.00000000	0.08	1.0000
40	   0.000	0.00000000	0.06	1.0000
41	  -1.000	0.00000000	0.14	1.0000
42	 903.000	0.00000000	0.13	1.0000
43	   0.000	0.00000000	0.18	1.0000
44	   0.000	0.00000000	0.12	1.0000
45	 903.000	0.00000000	0.05	1.0000
46	 901.000	0.00000000	0.49	1.0000
47	   0.000	0.00000000	0.06	1.0000
48	   0.000	0.00000000	0.06	1.0000
49	  -2.000	0.00000000	0.08	1.0000
50	 901.000	0.00000000	0.49	1.0000
51	  -3.000	0.00000000	0.09	1.0000
52	  -1.000	0.00000000	0.06	1.0000
53	 902.000	0.00000000	0.06	1.0000
54	 903.000	0.00000000	0.06	1.0000
55	 903.000	0.00000000	0.06	1.0000
56	   0.000	0.00000000	0.07	1.0000
57	 897.000	0.00000000	1.65	1.0000
58	 903.000	0.00000000	0.06	1.0000
59	   0.000	0.00000000	0.06	1.0000
60	 898.000	0.00000000	2.77	1.0000
61	  -4.000	0.00000000	0.11	1.0000
62	   0.000	0.00000000	0.07	1.0000
63	 903.000	0.00000000	0.07	1.0000
64	 903.000	0.00000000	0.07	1.0000
65	   0.000	0.00000000	0.07	1.0000
66	  -3.000	0.00000000	0.07	1.0000
67	   0.000	0.00000000	0.07	1.0000
68	   0.000	0.00000000	0.07	1.0000
69	 903.000	0.00000000	0.07	1.0000
70	  -1.000	0.00000000	0.07	1.0000
71	  -2.000	0.00000000	0.11	1.0000
72	  -1.000	0.00000000	0.08	1.0000
73	 132.000	0.00000000	0.09	1.0000
74	  -2.000	0.00000000	0.07	1.0000
75	   0.000	0.00000000	0.08	1.0000
76	   0.000	0.00000000	0.08	1.0000
77	   0.000	0.00000000	0.08	1.0000
78	 903.000	0.00000000	0.08	1.0000
79	  -4.000	0.00000000	0.19	1.0000
80	 -21.000	0.00000000	1.16	1.0000
81	   0.000	0.00000000	0.09	1.0000
82	   0.000	0.00000000	0.09	1.0000
83	 903.000	0.00000000	0.09	1.0000
84	  -1.000	0.00000000	0.09	1.0000
85	 903.000	0.00000000	0.09	1.0000
86	   0.000	0.00000000	0.09	1.0000
87	   0.000	0.00000000	0.15	1.0000
88	   0.000	0.00000000	0.12	1.0000
89	   0.000	0.00000000	0.09	1.0000
90	   0.000	0.00000000	0.09	1.0000
91	 898.000	0.00000000	1.56	1.0000
92	  -6.000	0.00000000	1.69	1.0000
93	 133.000	0.00000000	0.10	1.0000
94	   0.000	0.00000000	0.14	1.0000
95	 903.000	0.00000000	0.20	1.0000
96	 899.000	0.00000000	0.68	1.0000
97	  -1.000	0.00000000	0.10	1.0000
98	 150.000	0.00000000	2.72	1.0000
99	  -1.000	0.00000000	0.11	1.0000
100	   0.000	0.00000000	0.10	1.0000
101	 133.000	0.00000000	0.10	1.0000
102	  68.000	0.00000000	0.60	1.0000
103	  -3.000	0.00000000	0.69	1.0000
104	 728.000	0.00000000	0.12	1.0000
105	   0.000	0.00000000	0.11	1.0000
106	  -2.000	0.00000000	0.11	1.0000
107	  -2.000	0.00000000	0.11	1.0000
108	  -3.000	0.00000000	0.40	1.0000
109	 903.000	107634.51562500	0.20	1.0000
110	   0.000	104445.34375000	0.25	0.9900
111	   0.000	107631.21093750	0.24	0.9801
112	  -1.000	215255.65625000	0.36	0.9703
113	   0.000	107530.82812500	0.27	0.9606
114	 903.000	107627.00000000	0.26	0.9510
115	  -4.000	537997.32812500	1.76	0.9415
116	   0.000	104349.60156250	0.28	0.9321
117	  -2.000	322764.48437500	0.88	0.9227
118	 903.000	107623.16406250	0.20	0.9135
119	   0.000	104437.57812500	0.22	0.9044
120	   0.000	113901.90625000	0.37	0.8953
121	 898.000	639266.99218750	1.90	0.8864
122	   0.000	101264.93750000	0.37	0.8775
123	   0.000	107640.22656250	0.21	0.8687
124	   0.000	110741.00781250	0.21	0.8601
125	   0.000	107575.29687500	0.19	0.8515
126	 902.000	211923.40625000	0.34	0.8429
127	 903.000	107573.27343750	0.23	0.8345
128	 902.000	209945.22656250	0.35	0.8262
129	 903.000	113954.14062500	0.29	0.8179
130	 903.000	107492.24218750	0.28	0.8097
131	 903.000	117173.31250000	0.26	0.8016
132	  -2.000	373744.20312500	0.53	0.7936
133	  -1.000	234338.15625000	0.34	0.7857
134	 903.000	120403.32812500	0.31	0.7778
135	   0.000	123586.67968750	0.25	0.7700
136	 903.000	129832.28125000	0.19	0.7623
137	   0.000	117164.64062500	0.19	0.7547
138	  -1.000	243933.32812500	0.33	0.7472
139	 903.000	121532.36718750	0.27	0.7397
140	 903.000	101305.32031250	0.24	0.7323
141	   0.000	117154.96875000	0.25	0.7250
142	  -1.000	239783.37500000	0.24	0.7177
143	 903.000	133034.65625000	0.23	0.7106
144	   0.000	133025.28125000	0.25	0.7034
145	   0.000	120445.06250000	0.24	0.6964
146	 903.000	136292.29687500	0.41	0.6894
147	 903.000	126759.59375000	0.23	0.6826
148	  -1.000	253414.70312500	0.35	0.6757
149	 903.000	130986.23437500	0.24	0.6690
150	   0.000	133154.40625000	0.24	0.6623
151	   0.000	127810.43750000	0.23	0.6557
152	 903.000	136357.39062500	0.33	0.6491
153	 903.000	134217.78125000	0.34	0.6426
154	   0.000	142493.03125000	0.32	0.6362
155	 903.000	149142.75000000	0.30	0.6298
156	 902.000	253506.68750000	0.43	0.6235
157	 903.000	158555.06250000	0.24	0.6173
158	   0.000	137515.56250000	0.39	0.6111
159	 902.000	273754.96093750	0.48	0.6050
160	 903.000	149008.89062500	0.30	0.5990
161	 903.000	152361.90625000	0.34	0.5930
162	 902.000	327096.04687500	0.46	0.5870
163	 903.000	134314.18750000	0.31	0.5812
164	   0.000	161984.18750000	0.43	0.5754
165	   0.000	158707.84375000	0.38	0.5696
166	 903.000	150315.85937500	0.28	0.5639
167	 903.000	120485.71875000	0.30	0.5583
168	 903.000	143821.00000000	0.29	0.5527
169	 903.000	161924.65625000	0.29	0.5472
170	 903.000	153688.68750000	0.26	0.5417
171	   0.000	162131.09375000	0.26	0.5363
172	 903.000	165433.82812500	0.29	0.5309
173	 903.000	162090.71875000	0.30	0.5256
174	 903.000	168382.23437500	0.29	0.5203
175	 903.000	146190.31250000	0.30	0.5151
176	 903.000	187546.43750000	0.26	0.5100
177	 903.000	171830.31250000	0.30	0.5049
178	 903.000	184358.18750000	0.28	0.4998
179	 903.000	166350.87500000	0.32	0.4948
